Config_ID,Freq_spacing,Nband,FRMSZ_ms,OVLP,Floor,Noisefr,STOI,PESQ,SI_SDR,DNSMOS_mos_ovr
mband_linear_N8_F8_O75_FL0p001,linear,8,8,75,0.001,1,0.7414,1.838,11.565,3.152
mband_linear_N8_F8_O75_FL0p3,linear,8,8,75,0.3,1,0.7463,1.8607,11.9294,3.1597
mband_linear_N8_F8_O75_FL0p5,linear,8,8,75,0.5,1,0.7405,1.8667,11.6928,3.1041
mband_linear_N8_F8_O75_FL0p7,linear,8,8,75,0.7,1,0.7416,1.8581,11.7319,3.119
mband_linear_N8_F8_O75_FL0p8,linear,8,8,75,0.8,1,0.7419,1.8706,11.7002,3.1626
mband_log_N16_F20_O25_FL0p001,log,16,20,25,0.001,1,0.7316,1.6606,8.475,3.4536
mband_log_N16_F20_O25_FL0p3,log,16,20,25,0.3,1,0.7357,1.6888,8.8888,3.3677
mband_log_N16_F20_O25_FL0p5,log,16,20,25,0.5,1,0.7416,1.7082,8.8766,3.4548
mband_log_N16_F20_O25_FL0p7,log,16,20,25,0.7,1,0.7427,1.7134,9.041,3.3927
mband_log_N16_F20_O25_FL0p8,log,16,20,25,0.8,1,0.7369,1.706,9.0271,3.4264
mband_log_N16_F20_O50_FL0p001,log,16,20,50,0.001,1,0.7362,1.792,9.8131,3.4118
mband_log_N16_F20_O50_FL0p3,log,16,20,50,0.3,1,0.7445,1.8327,10.4094,3.3546
mband_log_N16_F20_O50_FL0p5,log,16,20,50,0.5,1,0.7424,1.8392,10.5442,3.4626
mband_log_N16_F20_O50_FL0p7,log,16,20,50,0.7,1,0.7437,1.8443,10.7234,3.5325
mband_log_N16_F20_O50_FL0p8,log,16,20,50,0.8,1,0.75,1.867,10.7663,3.4681
mband_log_N16_F20_O75_FL0p001,log,16,20,75,0.001,1,0.7421,1.8381,10.6894,3.1809
mband_log_N16_F20_O75_FL0p3,log,16,20,75,0.3,1,0.747,1.8718,11.4225,3.191
mband_log_N16_F20_O75_FL0p5,log,16,20,75,0.5,1,0.7431,1.8819,11.6069,3.1634
mband_log_N16_F20_O75_FL0p7,log,16,20,75,0.7,1,0.7439,1.8923,11.7129,3.1893
mband_log_N16_F20_O75_FL0p8,log,16,20,75,0.8,1,0.7473,1.8798,11.5509,3.2548
mband_log_N16_F25_O25_FL0p001,log,16,25,25,0.001,1,0.7246,1.5972,7.8608,3.5129
mband_log_N16_F25_O25_FL0p3,log,16,25,25,0.3,1,0.7317,1.6337,8.1554,3.5042
mband_log_N16_F25_O25_FL0p5,log,16,25,25,0.5,1,0.7331,1.6426,8.2732,3.484
mband_log_N16_F25_O25_FL0p7,log,16,25,25,0.7,1,0.7362,1.6526,8.2897,3.5093
mband_log_N16_F25_O25_FL0p8,log,16,25,25,0.8,1,0.7361,1.6461,8.3897,3.4062
mband_log_N16_F25_O50_FL0p001,log,16,25,50,0.001,1,0.7325,1.7728,9.3818,3.5514
mband_log_N16_F25_O50_FL0p3,log,16,25,50,0.3,1,0.7418,1.7993,9.9958,3.4186
mband_log_N16_F25_O50_FL0p5,log,16,25,50,0.5,1,0.7456,1.8271,10.1034,3.5595
mband_log_N16_F25_O50_FL0p7,log,16,25,50,0.7,1,0.7397,1.802,10.2504,3.4648
mband_log_N16_F25_O50_FL0p8,log,16,25,50,0.8,1,0.7455,1.7994,10.3749,3.4193
mband_log_N16_F25_O75_FL0p001,log,16,25,75,0.001,1,0.741,1.8459,10.5333,3.2494
mband_log_N16_F25_O75_FL0p3,log,16,25,75,0.3,1,0.7384,1.8573,11.0801,3.1891
mband_log_N16_F25_O75_FL0p5,log,16,25,75,0.5,1,0.7467,1.8824,11.4262,3.2558
mband_log_N16_F25_O75_FL0p7,log,16,25,75,0.7,1,0.7461,1.8932,11.4339,3.2783
mband_log_N16_F25_O75_FL0p8,log,16,25,75,0.8,1,0.7463,1.89,11.6493,3.2742
mband_log_N16_F8_O25_FL0p001,log,16,8,25,0.001,1,0.7326,1.6438,9.9173,3.1499
mband_log_N16_F8_O25_FL0p3,log,16,8,25,0.3,1,0.7366,1.7242,10.4152,3.159
mband_log_N16_F8_O25_FL0p5,log,16,8,25,0.5,1,0.7439,1.7255,10.5724,3.1618
mband_log_N16_F8_O25_FL0p7,log,16,8,25,0.7,1,0.7471,1.7349,10.8306,3.1831
mband_log_N16_F8_O25_FL0p8,log,16,8,25,0.8,1,0.7461,1.7338,10.6635,3.1305
mband_log_N16_F8_O50_FL0p001,log,16,8,50,0.001,1,0.731,1.7715,10.5786,3.2018
mband_log_N16_F8_O50_FL0p3,log,16,8,50,0.3,1,0.7441,1.8461,11.2585,3.2819
mband_log_N16_F8_O50_FL0p5,log,16,8,50,0.5,1,0.7445,1.8374,11.225,3.1483
mband_log_N16_F8_O50_FL0p7,log,16,8,50,0.7,1,0.7461,1.8554,11.3762,3.2004
mband_log_N16_F8_O50_FL0p8,log,16,8,50,0.8,1,0.7451,1.8671,11.5203,3.1775
mband_log_N16_F8_O75_FL0p001,log,16,8,75,0.001,1,0.7363,1.8219,11.064,3.1797
mband_log_N16_F8_O75_FL0p3,log,16,8,75,0.3,1,0.7406,1.856,11.3813,3.1276
mband_log_N16_F8_O75_FL0p5,log,16,8,75,0.5,1,0.7419,1.854,11.6646,3.1556
mband_log_N16_F8_O75_FL0p7,log,16,8,75,0.7,1,0.7461,1.8758,12.0466,3.1512
mband_log_N16_F8_O75_FL0p8,log,16,8,75,0.8,1,0.7495,1.8818,11.945,3.1951
mband_log_N4_F20_O25_FL0p001,log,4,20,25,0.001,1,0.7265,1.6546,8.4383,3.5195
mband_log_N4_F20_O25_FL0p3,log,4,20,25,0.3,1,0.7343,1.6974,8.9241,3.5257
mband_log_N4_F20_O25_FL0p5,log,4,20,25,0.5,1,0.7349,1.6944,8.8689,3.4331
mband_log_N4_F20_O25_FL0p7,log,4,20,25,0.7,1,0.736,1.7031,9.0056,3.4709
mband_log_N4_F20_O25_FL0p8,log,4,20,25,0.8,1,0.7336,1.7035,8.9605,3.4735
mband_log_N4_F20_O50_FL0p001,log,4,20,50,0.001,1,0.7386,1.8007,9.8868,3.4297
mband_log_N4_F20_O50_FL0p3,log,4,20,50,0.3,1,0.7421,1.8409,10.346,3.4362
mband_log_N4_F20_O50_FL0p5,log,4,20,50,0.5,1,0.7477,1.856,10.6921,3.4744
mband_log_N4_F20_O50_FL0p7,log,4,20,50,0.7,1,0.741,1.8353,10.6402,3.4212
mband_log_N4_F20_O50_FL0p8,log,4,20,50,0.8,1,0.7409,1.8482,10.4429,3.3629
mband_log_N4_F20_O75_FL0p001,log,4,20,75,0.001,1,0.7333,1.8565,10.5928,3.1645
mband_log_N4_F20_O75_FL0p3,log,4,20,75,0.3,1,0.742,1.8779,11.2852,3.197
mband_log_N4_F20_O75_FL0p5,log,4,20,75,0.5,1,0.7536,1.9009,11.5512,3.1903
mband_log_N4_F20_O75_FL0p7,log,4,20,75,0.7,1,0.7534,1.9056,11.7155,3.2837
mband_log_N4_F20_O75_FL0p8,log,4,20,75,0.8,1,0.7488,1.8905,11.7541,3.2118
mband_log_N4_F25_O25_FL0p001,log,4,25,25,0.001,1,0.7233,1.5802,7.6887,3.5269
mband_log_N4_F25_O25_FL0p3,log,4,25,25,0.3,1,0.7362,1.6412,8.2109,3.4728
mband_log_N4_F25_O25_FL0p5,log,4,25,25,0.5,1,0.7346,1.6389,8.2824,3.4129
mband_log_N4_F25_O25_FL0p7,log,4,25,25,0.7,1,0.7305,1.6501,8.2265,3.4943
mband_log_N4_F25_O25_FL0p8,log,4,25,25,0.8,1,0.7321,1.6348,8.3128,3.4755
mband_log_N4_F25_O50_FL0p001,log,4,25,50,0.001,1,0.7299,1.7473,9.431,3.4937
mband_log_N4_F25_O50_FL0p3,log,4,25,50,0.3,1,0.7389,1.8001,9.9818,3.5136
mband_log_N4_F25_O50_FL0p5,log,4,25,50,0.5,1,0.7424,1.8047,9.8916,3.4397
mband_log_N4_F25_O50_FL0p7,log,4,25,50,0.7,1,0.7434,1.8217,10.3278,3.4969
mband_log_N4_F25_O50_FL0p8,log,4,25,50,0.8,1,0.7411,1.8232,10.2899,3.3587
mband_log_N4_F25_O75_FL0p001,log,4,25,75,0.001,1,0.7327,1.8309,10.3916,3.2043
mband_log_N4_F25_O75_FL0p3,log,4,25,75,0.3,1,0.7474,1.8711,11.1839,3.1725
mband_log_N4_F25_O75_FL0p5,log,4,25,75,0.5,1,0.7427,1.8641,11.3651,3.3083
mband_log_N4_F25_O75_FL0p7,log,4,25,75,0.7,1,0.7439,1.8763,11.5211,3.2047
mband_log_N4_F25_O75_FL0p8,log,4,25,75,0.8,1,0.7484,1.8789,11.4777,3.1879
mband_log_N4_F8_O25_FL0p001,log,4,8,25,0.001,1,0.7219,1.6378,9.8332,3.1225
mband_log_N4_F8_O25_FL0p3,log,4,8,25,0.3,1,0.7416,1.7175,10.4933,3.1447
mband_log_N4_F8_O25_FL0p5,log,4,8,25,0.5,1,0.7436,1.7301,10.5352,3.2016
mband_log_N4_F8_O25_FL0p7,log,4,8,25,0.7,1,0.7441,1.7256,10.764,3.2093
mband_log_N4_F8_O25_FL0p8,log,4,8,25,0.8,1,0.7411,1.726,10.7315,3.1419
mband_log_N4_F8_O50_FL0p001,log,4,8,50,0.001,1,0.7318,1.7985,10.7462,3.1705
mband_log_N4_F8_O50_FL0p3,log,4,8,50,0.3,1,0.7398,1.8391,11.1519,3.1741
mband_log_N4_F8_O50_FL0p5,log,4,8,50,0.5,1,0.7467,1.8626,11.3852,3.2373
mband_log_N4_F8_O50_FL0p7,log,4,8,50,0.7,1,0.7406,1.8596,11.3164,3.1743
mband_log_N4_F8_O50_FL0p8,log,4,8,50,0.8,1,0.7439,1.8582,11.4301,3.2023
mband_log_N4_F8_O75_FL0p001,log,4,8,75,0.001,1,0.7338,1.8266,11.1056,3.1908
mband_log_N4_F8_O75_FL0p3,log,4,8,75,0.3,1,0.7431,1.8778,11.7628,3.1709
mband_log_N4_F8_O75_FL0p5,log,4,8,75,0.5,1,0.7467,1.8758,11.9138,3.2001
mband_log_N4_F8_O75_FL0p7,log,4,8,75,0.7,1,0.7448,1.8803,11.8323,3.0987
mband_log_N4_F8_O75_FL0p8,log,4,8,75,0.8,1,0.7518,1.8708,11.9815,3.1445
mband_log_N8_F20_O25_FL0p001,log,8,20,25,0.001,1,0.727,1.645,8.2915,3.5098
mband_log_N8_F20_O25_FL0p3,log,8,20,25,0.3,1,0.7381,1.6941,8.8547,3.5583
mband_log_N8_F20_O25_FL0p5,log,8,20,25,0.5,1,0.7377,1.7,8.9289,3.5085
mband_log_N8_F20_O25_FL0p7,log,8,20,25,0.7,1,0.7383,1.694,9.0143,3.4665
mband_log_N8_F20_O25_FL0p8,log,8,20,25,0.8,1,0.7362,1.699,8.8717,3.4228
mband_log_N8_F20_O50_FL0p001,log,8,20,50,0.001,1,0.7354,1.8206,9.8676,3.4061
mband_log_N8_F20_O50_FL0p3,log,8,20,50,0.3,1,0.7419,1.8592,10.4085,3.3582
mband_log_N8_F20_O50_FL0p5,log,8,20,50,0.5,1,0.7454,1.8513,10.6218,3.4031
mband_log_N8_F20_O50_FL0p7,log,8,20,50,0.7,1,0.7423,1.8732,10.6762,3.4467
mband_log_N8_F20_O50_FL0p8,log,8,20,50,0.8,1,0.7474,1.8698,10.8154,3.3716
mband_log_N8_F20_O75_FL0p001,log,8,20,75,0.001,1,0.7405,1.8427,10.6186,3.1089
mband_log_N8_F20_O75_FL0p3,log,8,20,75,0.3,1,0.7433,1.8787,11.2463,3.1792
mband_log_N8_F20_O75_FL0p5,log,8,20,75,0.5,1,0.7473,1.8961,11.4488,3.242
mband_log_N8_F20_O75_FL0p7,log,8,20,75,0.7,1,0.7484,1.9065,11.7905,3.1737
mband_log_N8_F20_O75_FL0p8,log,8,20,75,0.8,1,0.7465,1.8961,11.8747,3.1696
mband_log_N8_F25_O25_FL0p001,log,8,25,25,0.001,1,0.7248,1.6048,7.8661,3.438
mband_log_N8_F25_O25_FL0p3,log,8,25,25,0.3,1,0.7294,1.6464,7.943,3.5146
mband_log_N8_F25_O25_FL0p5,log,8,25,25,0.5,1,0.7356,1.6468,8.3134,3.5077
mband_log_N8_F25_O25_FL0p7,log,8,25,25,0.7,1,0.7367,1.6478,8.3011,3.4463
mband_log_N8_F25_O25_FL0p8,log,8,25,25,0.8,1,0.7343,1.6447,8.2764,3.4951
mband_log_N8_F25_O50_FL0p001,log,8,25,50,0.001,1,0.7315,1.7519,9.4031,3.408
mband_log_N8_F25_O50_FL0p3,log,8,25,50,0.3,1,0.7398,1.7917,9.9542,3.5119
mband_log_N8_F25_O50_FL0p5,log,8,25,50,0.5,1,0.7391,1.8142,10.1164,3.4198
mband_log_N8_F25_O50_FL0p7,log,8,25,50,0.7,1,0.7428,1.8005,10.2555,3.4271
mband_log_N8_F25_O50_FL0p8,log,8,25,50,0.8,1,0.7447,1.8302,10.3091,3.3866
mband_log_N8_F25_O75_FL0p001,log,8,25,75,0.001,1,0.7375,1.8499,10.422,3.2431
mband_log_N8_F25_O75_FL0p3,log,8,25,75,0.3,1,0.7387,1.8484,11.143,3.3223
mband_log_N8_F25_O75_FL0p5,log,8,25,75,0.5,1,0.7437,1.8692,11.4226,3.2407
