Config_ID,Freq_spacing,Nband,FRMSZ_ms,OVLP,Floor,Noisefr,Objective_Score,Subjective_Score,Balanced_Score,PESQ,STOI,SI_SDR,DNSMOS_mos_ovr
mband_log_N4_F8_O50_FL0p2,log,4,8,50,0.2,1,0.6436,0.6387,0.6412,1.9115,0.744,11.1368,3.1937
mband_log_N4_F8_O50_FL0p6,log,4,8,50,0.6,1,0.6505,0.6493,0.6499,1.9231,0.748,11.5637,3.2467
mband_log_N4_F8_O75_FL0p2,log,4,8,75,0.2,1,0.6537,0.6371,0.6454,1.9432,0.7526,11.5957,3.1855
mband_log_N4_F8_O75_FL0p6,log,4,8,75,0.6,1,0.6518,0.6472,0.6495,1.9298,0.7454,11.7186,3.236
mband_log_N8_F20_O50_FL0p2,log,8,20,50,0.2,1,0.6331,0.6855,0.6593,1.8876,0.7436,10.342,3.4276
mband_log_N8_F20_O50_FL0p6,log,8,20,50,0.6,1,0.6395,0.6978,0.6687,1.9129,0.7501,10.5776,3.4888
mband_log_N8_F20_O75_FL0p2,log,8,20,75,0.2,1,0.6512,0.6273,0.6392,1.9472,0.7514,11.3787,3.1366
mband_log_N8_F20_O75_FL0p6,log,8,20,75,0.6,1,0.6526,0.6461,0.6494,1.9656,0.7503,11.4335,3.2305
mband_log_N8_F8_O50_FL0p2,log,8,8,50,0.2,1,0.6423,0.6406,0.6414,1.9088,0.7409,11.1241,3.203
mband_log_N8_F8_O50_FL0p6,log,8,8,50,0.6,1,0.6449,0.6306,0.6378,1.902,0.7421,11.3687,3.153
mband_log_N8_F8_O75_FL0p2,log,8,8,75,0.2,1,0.6501,0.6368,0.6434,1.9417,0.7485,11.4043,3.184
mband_log_N8_F8_O75_FL0p6,log,8,8,75,0.6,1,0.6577,0.6446,0.6511,1.9547,0.7504,11.9498,3.2231
mband_mel_N4_F20_O50_FL0p2,mel,4,20,50,0.2,1,0.6332,0.68,0.6566,1.8678,0.7437,10.4739,3.4
mband_mel_N4_F20_O50_FL0p6,mel,4,20,50,0.6,1,0.6427,0.7072,0.6749,1.9171,0.7517,10.7855,3.5361
mband_mel_N4_F20_O75_FL0p2,mel,4,20,75,0.2,1,0.6462,0.6451,0.6456,1.9336,0.7433,11.2537,3.2253
mband_mel_N4_F20_O75_FL0p6,mel,4,20,75,0.6,1,0.6576,0.6382,0.6479,1.9377,0.757,11.8515,3.1911
mband_mel_N4_F8_O50_FL0p2,mel,4,8,50,0.2,1,0.6432,0.6282,0.6357,1.8899,0.7492,11.0704,3.1411
mband_mel_N4_F8_O50_FL0p6,mel,4,8,50,0.6,1,0.649,0.6395,0.6442,1.9113,0.7528,11.3541,3.1973
mband_mel_N4_F8_O75_FL0p2,mel,4,8,75,0.2,1,0.6547,0.6482,0.6514,1.9514,0.7495,11.7275,3.241
mband_mel_N4_F8_O75_FL0p6,mel,4,8,75,0.6,1,0.657,0.6239,0.6405,1.9375,0.7509,11.9786,3.1196
mband_mel_N8_F20_O50_FL0p2,mel,8,20,50,0.2,1,0.6346,0.7005,0.6676,1.878,0.749,10.3783,3.5026
mband_mel_N8_F20_O50_FL0p6,mel,8,20,50,0.6,1,0.642,0.6965,0.6692,1.9066,0.7511,10.8038,3.4823
mband_mel_N8_F20_O75_FL0p2,mel,8,20,75,0.2,1,0.6469,0.6424,0.6446,1.9108,0.7466,11.3572,3.212
mband_mel_N8_F20_O75_FL0p6,mel,8,20,75,0.6,1,0.658,0.6561,0.6571,1.9662,0.7543,11.7958,3.2805
mband_mel_N8_F8_O50_FL0p2,mel,8,8,50,0.2,1,0.6449,0.6466,0.6457,1.8937,0.7513,11.1438,3.2328
mband_mel_N8_F8_O50_FL0p6,mel,8,8,50,0.6,1,0.6416,0.6383,0.6399,1.9004,0.7411,11.1079,3.1913
mband_mel_N8_F8_O75_FL0p2,mel,8,8,75,0.2,1,0.6535,0.6352,0.6443,1.9476,0.7458,11.7533,3.176
mband_mel_N8_F8_O75_FL0p6,mel,8,8,75,0.6,1,0.6605,0.6261,0.6433,1.9589,0.7579,11.9506,3.1307
