config,time_seconds,mode,Freq_spacing,Nband,FRMSZ,OVLP,Noisefr,FLOOR,AVRGING,VAD
mband_log_N4_F20_O75_FL0p6,39.96589636802673,hybrid,log,4,20,75,1,0.6,1,1
mband_log_N4_F20_O75_FL0p2,36.66081476211548,hybrid,log,4,20,75,2,0.2,1,1
mband_log_N4_F20_O75_FL0p6,39.57166934013367,hybrid,log,4,20,75,2,0.6,1,1
mband_log_N8_F8_O50_FL0p2,44.22278571128845,hybrid,log,8,8,50,1,0.2,1,1
mband_log_N8_F8_O50_FL0p6,48.283451318740845,hybrid,log,8,8,50,1,0.6,1,1
mband_log_N8_F8_O50_FL0p2,44.90732431411743,hybrid,log,8,8,50,2,0.2,1,1
mband_log_N8_F8_O50_FL0p6,43.913525104522705,hybrid,log,8,8,50,2,0.6,1,1
mband_log_N8_F8_O75_FL0p2,66.08216619491577,hybrid,log,8,8,75,1,0.2,1,1
mband_log_N8_F8_O75_FL0p6,63.852611780166626,hybrid,log,8,8,75,1,0.6,1,1
mband_log_N8_F8_O75_FL0p2,68.93526482582092,hybrid,log,8,8,75,2,0.2,1,1
mband_log_N8_F8_O75_FL0p6,64.06237626075745,hybrid,log,8,8,75,2,0.6,1,1
mband_log_N8_F20_O50_FL0p2,30.68667221069336,hybrid,log,8,20,50,1,0.2,1,1
mband_log_N8_F20_O50_FL0p6,37.43375253677368,hybrid,log,8,20,50,1,0.6,1,1
mband_log_N8_F20_O50_FL0p2,29.512160778045654,hybrid,log,8,20,50,2,0.2,1,1
mband_log_N8_F20_O50_FL0p6,37.16906380653381,hybrid,log,8,20,50,2,0.6,1,1
mband_log_N8_F20_O75_FL0p2,39.217281341552734,hybrid,log,8,20,75,1,0.2,1,1
mband_log_N8_F20_O75_FL0p6,46.64291858673096,hybrid,log,8,20,75,1,0.6,1,1
mband_log_N8_F20_O75_FL0p2,37.806710720062256,hybrid,log,8,20,75,2,0.2,1,1
mband_log_N8_F20_O75_FL0p6,42.93497276306152,hybrid,log,8,20,75,2,0.6,1,1
mband_mel_N4_F8_O50_FL0p2,42.98383450508118,hybrid,mel,4,8,50,1,0.2,1,1
mband_mel_N4_F8_O50_FL0p6,36.32971930503845,hybrid,mel,4,8,50,1,0.6,1,1
mband_mel_N4_F8_O50_FL0p2,42.33626699447632,hybrid,mel,4,8,50,2,0.2,1,1
mband_mel_N4_F8_O50_FL0p6,35.05813908576965,hybrid,mel,4,8,50,2,0.6,1,1
mband_mel_N4_F8_O75_FL0p2,59.59357810020447,hybrid,mel,4,8,75,1,0.2,1,1
mband_mel_N4_F8_O75_FL0p6,51.90373659133911,hybrid,mel,4,8,75,1,0.6,1,1
mband_mel_N4_F8_O75_FL0p2,52.723116397857666,hybrid,mel,4,8,75,2,0.2,1,1
mband_mel_N4_F8_O75_FL0p6,57.345168352127075,hybrid,mel,4,8,75,2,0.6,1,1
mband_mel_N4_F20_O50_FL0p2,27.983248710632324,hybrid,mel,4,20,50,1,0.2,1,1
mband_mel_N4_F20_O50_FL0p6,36.057024240493774,hybrid,mel,4,20,50,1,0.6,1,1
mband_mel_N4_F20_O50_FL0p2,25.890206336975098,hybrid,mel,4,20,50,2,0.2,1,1
mband_mel_N4_F20_O50_FL0p6,34.02670335769653,hybrid,mel,4,20,50,2,0.6,1,1
mband_mel_N4_F20_O75_FL0p2,34.58070182800293,hybrid,mel,4,20,75,1,0.2,1,1
mband_mel_N4_F20_O75_FL0p6,41.17818570137024,hybrid,mel,4,20,75,1,0.6,1,1
mband_mel_N4_F20_O75_FL0p2,39.69774532318115,hybrid,mel,4,20,75,2,0.2,1,1
mband_mel_N4_F20_O75_FL0p6,34.822463274002075,hybrid,mel,4,20,75,2,0.6,1,1
mband_mel_N8_F8_O50_FL0p2,46.68116641044617,hybrid,mel,8,8,50,1,0.2,1,1
mband_mel_N8_F8_O50_FL0p6,42.806039571762085,hybrid,mel,8,8,50,1,0.6,1,1
mband_mel_N8_F8_O50_FL0p2,47.10390090942383,hybrid,mel,8,8,50,2,0.2,1,1
mband_mel_N8_F8_O50_FL0p6,41.28655695915222,hybrid,mel,8,8,50,2,0.6,1,1
mband_mel_N8_F8_O75_FL0p2,66.25155878067017,hybrid,mel,8,8,75,1,0.2,1,1
mband_mel_N8_F8_O75_FL0p6,68.73047351837158,hybrid,mel,8,8,75,1,0.6,1,1
mband_mel_N8_F8_O75_FL0p2,62.933830976486206,hybrid,mel,8,8,75,2,0.2,1,1
mband_mel_N8_F8_O75_FL0p6,65.4354796409607,hybrid,mel,8,8,75,2,0.6,1,1
mband_mel_N8_F20_O50_FL0p2,32.47470784187317,hybrid,mel,8,20,50,1,0.2,1,1
mband_mel_N8_F20_O50_FL0p6,34.23883843421936,hybrid,mel,8,20,50,1,0.6,1,1
mband_mel_N8_F20_O50_FL0p2,34.24222207069397,hybrid,mel,8,20,50,2,0.2,1,1
mband_mel_N8_F20_O50_FL0p6,29.718433141708374,hybrid,mel,8,20,50,2,0.6,1,1
mband_mel_N8_F20_O75_FL0p2,46.36427927017212,hybrid,mel,8,20,75,1,0.2,1,1
mband_mel_N8_F20_O75_FL0p6,40.504096269607544,hybrid,mel,8,20,75,1,0.6,1,1
mband_mel_N8_F20_O75_FL0p2,42.74891924858093,hybrid,mel,8,20,75,2,0.2,1,1
mband_mel_N8_F20_O75_FL0p6,40.36253499984741,hybrid,mel,8,20,75,2,0.6,1,1
