SNR_dB,Noise_File,Participant,Method,PESQ,STOI,SI_SDR,Weighted_Score
5,Construction_Jackhammer2,p092,GTCRN_only,1.4440137147903442,0.7532683610916138,8.219841957092285,0.5710355520248414
5,Construction_Trucks_Unloading,p092,GTCRN_only,1.4923807382583618,0.7627809047698975,7.21137809753418,0.5806285262107849
5,Inside Flight,p092,GTCRN_only,1.9188318252563477,0.722101628780365,12.423123359680176,0.6029339969158173
5,Inside Train_1,p092,GTCRN_only,2.0199697017669678,0.533235490322113,13.902554512023926,0.5186147153377533
5,Inside Train_2,p092,GTCRN_only,1.8132033348083496,0.8190769553184509,10.741534233093262,0.6408588111400604
5,Inside Train_3,p092,GTCRN_only,1.595847249031067,0.7729394435882568,11.694997787475586,0.5960544466972351
5,PC Fan Noise,p092,GTCRN_only,1.7926936149597168,0.6679540872573853,12.955244064331055,0.5632464051246643
5,SSN_IEEE,p092,GTCRN_only,1.479744791984558,0.638659656047821,8.340773582458496,0.5173043072223663
5,Street Noise,p092,GTCRN_only,1.5471835136413574,0.7372520565986633,10.374232292175293,0.5733443796634674
5,Street Noise_downtown,p092,GTCRN_only,1.6268560886383057,0.7363725900650024,12.505764961242676,0.5808719038963318
5,Train1,p092,GTCRN_only,1.5048953294754028,0.7682998180389404,9.27743148803711,0.5846394419670105
5,Train2,p092,GTCRN_only,1.9455976486206055,0.7477921843528748,12.42363452911377,0.6184558570384979
5,Water Cooler,p092,GTCRN_only,1.9464340209960938,0.8418062329292297,12.45396614074707,0.6655465185642242
5,cafeteria_babble,p092,GTCRN_only,1.7044097185134888,0.7240724563598633,10.57040023803711,0.5824772000312806
10,Car Noise_60mph,p092,GTCRN_only,1.941403865814209,0.8838362097740173,14.388145446777344,0.6860584914684296
10,Car Noise_Idle Noise_40mph,p092,GTCRN_only,2.0717358589172363,0.7907485365867615,16.229856491088867,0.6525478541851044
10,Car Noise_Idle Noise_60mph,p092,GTCRN_only,2.1315510272979736,0.8502770066261292,17.51748275756836,0.6882936060428619
10,Construction_Crane_Moving,p092,GTCRN_only,1.959847092628479,0.7960345149040222,17.485980987548828,0.644001966714859
10,Construction_Drilling,p092,GTCRN_only,1.4506676197052002,0.7171846628189087,8.747733116149902,0.5536590933799743
10,Construction_Jackhammer1,p092,GTCRN_only,2.0145061016082764,0.8718129396438599,14.24007511138916,0.6873570799827575
10,Construction_Jackhammer2,p092,GTCRN_only,1.5709915161132812,0.809180498123169,10.468381881713867,0.6116894006729126
10,Construction_Trucks_Unloading,p092,GTCRN_only,1.6520200967788696,0.8258680701255798,8.27658462524414,0.6281360447406769
10,Inside Flight,p092,GTCRN_only,2.275510549545288,0.7727497220039368,15.572134017944336,0.6639259159564972
10,Inside Train_1,p092,GTCRN_only,2.4478981494903564,0.5884427428245544,17.266361236572266,0.5890111863613129
10,Inside Train_2,p092,GTCRN_only,2.235739231109619,0.8527783751487732,14.519632339477539,0.6999631106853486
10,Inside Train_3,p092,GTCRN_only,1.8471773862838745,0.7968456745147705,15.27185344696045,0.6331405758857727
10,PC Fan Noise,p092,GTCRN_only,1.9385254383087158,0.6907485723495483,15.060317993164062,0.5892268300056458
10,SSN_IEEE,p092,GTCRN_only,1.8461323976516724,0.6968808770179749,13.502392768859863,0.5830536782741547
10,Street Noise,p092,GTCRN_only,1.781299114227295,0.817567765712738,14.227776527404785,0.6369137942790986
10,Street Noise_downtown,p092,GTCRN_only,2.0460216999053955,0.7848647236824036,14.758368492126465,0.6470345318317413
10,Train1,p092,GTCRN_only,1.9424811601638794,0.8392050266265869,14.221200942993164,0.6638506293296814
10,Train2,p092,GTCRN_only,2.093472719192505,0.7640936374664307,16.236669540405273,0.6413940906524658
10,Water Cooler,p092,GTCRN_only,2.291334629058838,0.8904228806495667,15.95679759979248,0.7243449032306671
10,cafeteria_babble,p092,GTCRN_only,2.171837329864502,0.7602918744087219,14.562599182128906,0.6473296701908111
15,Car Noise_60mph,p092,GTCRN_only,2.259762763977051,0.9085044860839844,18.179548263549805,0.7302285194396972
15,Car Noise_Idle Noise_40mph,p092,GTCRN_only,2.4592483043670654,0.846181333065033,20.0374813079834,0.7190154969692231
15,Car Noise_Idle Noise_60mph,p092,GTCRN_only,2.5178439617156982,0.8880135416984558,21.534896850585938,0.7457911670207977
15,Construction_Crane_Moving,p092,GTCRN_only,2.5138914585113525,0.8367900252342224,20.463525772094727,0.7197841584682465
15,Construction_Drilling,p092,GTCRN_only,1.540795922279358,0.7672430276870728,11.395663261413574,0.5877011060714722
15,Construction_Jackhammer1,p092,GTCRN_only,2.4653468132019043,0.9022544622421265,18.29161262512207,0.7476619124412537
15,Construction_Jackhammer2,p092,GTCRN_only,1.6137950420379639,0.8575363755226135,10.660987854003906,0.6401476919651031
15,Construction_Trucks_Unloading,p092,GTCRN_only,1.9222474098205566,0.870335042476654,9.29733657836914,0.6773922622203827
15,Inside Flight,p092,GTCRN_only,2.605991840362549,0.8069908022880554,18.65427017211914,0.7140945851802826
15,Inside Train_1,p092,GTCRN_only,2.829962730407715,0.6117374897003174,20.25029945373535,0.6388650178909302
15,Inside Train_2,p092,GTCRN_only,2.7114686965942383,0.8854430913925171,18.5719051361084,0.7638684153556824
15,Inside Train_3,p092,GTCRN_only,2.4044034481048584,0.859295666217804,19.47483253479004,0.7200881779193878
15,PC Fan Noise,p092,GTCRN_only,2.0889713764190674,0.7189757823944092,16.091581344604492,0.6183850288391113
15,SSN_IEEE,p092,GTCRN_only,2.1249866485595703,0.7396847605705261,17.63971519470215,0.6323410451412201
15,Street Noise,p092,GTCRN_only,2.115050792694092,0.8726837635040283,17.75682830810547,0.6978469610214233
15,Street Noise_downtown,p092,GTCRN_only,2.4400634765625,0.8299301862716675,19.528661727905273,0.7089714407920837
15,Train1,p092,GTCRN_only,2.246105670928955,0.8763411045074463,16.422996520996094,0.7127811193466187
15,Train2,p092,GTCRN_only,2.010740280151367,0.7854069471359253,19.49201202392578,0.6437775015830993
15,Water Cooler,p092,GTCRN_only,2.572963237762451,0.9212503433227539,19.208946228027344,0.7679214954376221
15,cafeteria_babble,p092,GTCRN_only,2.6176178455352783,0.7995681762695312,18.462186813354492,0.7115458726882935
