config,time_seconds,mode,Freq_spacing,Nband,FRMSZ,OVLP,Noisefr,FLOOR,AVRGING,VAD
mband_linear_N16_F8_O75_FL0p02,76.45510959625244,standalone,linear,16,8,75,1,0.02,1,1
mband_linear_N16_F8_O75_FL0p2,79.82922506332397,standalone,linear,16,8,75,1,0.2,1,1
mband_linear_N16_F8_O75_FL0p001,74.61391162872314,standalone,linear,16,8,75,3,0.001,1,1
mband_linear_N16_F8_O75_FL0p02,80.11469221115112,standalone,linear,16,8,75,3,0.02,1,1
mband_linear_N16_F8_O75_FL0p2,75.77114820480347,standalone,linear,16,8,75,3,0.2,1,1
mband_linear_N16_F20_O25_FL0p001,30.91307520866394,standalone,linear,16,20,25,1,0.001,1,1
mband_linear_N16_F20_O25_FL0p02,24.77759289741516,standalone,linear,16,20,25,1,0.02,1,1
mband_linear_N16_F20_O25_FL0p2,25.3435218334198,standalone,linear,16,20,25,1,0.2,1,1
mband_linear_N16_F20_O25_FL0p001,29.00058102607727,standalone,linear,16,20,25,3,0.001,1,1
mband_linear_N16_F20_O25_FL0p02,21.781473398208618,standalone,linear,16,20,25,3,0.02,1,1
mband_linear_N16_F20_O25_FL0p2,28.533742427825928,standalone,linear,16,20,25,3,0.2,1,1
mband_linear_N16_F20_O50_FL0p001,27.744236946105957,standalone,linear,16,20,50,1,0.001,1,1
mband_linear_N16_F20_O50_FL0p02,34.34472370147705,standalone,linear,16,20,50,1,0.02,1,1
mband_linear_N16_F20_O50_FL0p2,27.191781997680664,standalone,linear,16,20,50,1,0.2,1,1
mband_linear_N16_F20_O50_FL0p001,33.75838756561279,standalone,linear,16,20,50,3,0.001,1,1
mband_linear_N16_F20_O50_FL0p02,26.12955617904663,standalone,linear,16,20,50,3,0.02,1,1
mband_linear_N16_F20_O50_FL0p2,34.14534306526184,standalone,linear,16,20,50,3,0.2,1,1
mband_linear_N16_F20_O75_FL0p001,44.853429555892944,standalone,linear,16,20,75,1,0.001,1,1
mband_linear_N16_F20_O75_FL0p02,40.20595407485962,standalone,linear,16,20,75,1,0.02,1,1
mband_linear_N16_F20_O75_FL0p2,46.27498197555542,standalone,linear,16,20,75,1,0.2,1,1
mband_linear_N16_F20_O75_FL0p001,40.80790090560913,standalone,linear,16,20,75,3,0.001,1,1
mband_linear_N16_F20_O75_FL0p02,44.79878830909729,standalone,linear,16,20,75,3,0.02,1,1
mband_linear_N16_F20_O75_FL0p2,42.505537271499634,standalone,linear,16,20,75,3,0.2,1,1
mband_linear_N16_F25_O25_FL0p001,24.423278331756592,standalone,linear,16,25,25,1,0.001,1,1
mband_linear_N16_F25_O25_FL0p02,27.086397171020508,standalone,linear,16,25,25,1,0.02,1,1
mband_linear_N16_F25_O25_FL0p2,23.034103870391846,standalone,linear,16,25,25,1,0.2,1,1
mband_linear_N16_F25_O25_FL0p001,22.442740440368652,standalone,linear,16,25,25,3,0.001,1,1
mband_linear_N16_F25_O25_FL0p02,25.152613401412964,standalone,linear,16,25,25,3,0.02,1,1
mband_linear_N16_F25_O25_FL0p2,23.006401777267456,standalone,linear,16,25,25,3,0.2,1,1
mband_linear_N16_F25_O50_FL0p001,30.02010679244995,standalone,linear,16,25,50,1,0.001,1,1
mband_linear_N16_F25_O50_FL0p02,25.043632745742798,standalone,linear,16,25,50,1,0.02,1,1
mband_linear_N16_F25_O50_FL0p2,32.985161542892456,standalone,linear,16,25,50,1,0.2,1,1
mband_linear_N16_F25_O50_FL0p001,23.95216941833496,standalone,linear,16,25,50,3,0.001,1,1
mband_linear_N16_F25_O50_FL0p02,30.67362880706787,standalone,linear,16,25,50,3,0.02,1,1
mband_linear_N16_F25_O50_FL0p2,24.100131034851074,standalone,linear,16,25,50,3,0.2,1,1
mband_linear_N16_F25_O75_FL0p001,39.390782594680786,standalone,linear,16,25,75,1,0.001,1,1
mband_linear_N16_F25_O75_FL0p02,40.315152168273926,standalone,linear,16,25,75,1,0.02,1,1
mband_linear_N16_F25_O75_FL0p2,37.87571144104004,standalone,linear,16,25,75,1,0.2,1,1
mband_linear_N16_F25_O75_FL0p001,37.8272168636322,standalone,linear,16,25,75,3,0.001,1,1
mband_linear_N16_F25_O75_FL0p02,41.12261080741882,standalone,linear,16,25,75,3,0.02,1,1
mband_linear_N16_F25_O75_FL0p2,34.96837663650513,standalone,linear,16,25,75,3,0.2,1,1
mband_log_N4_F8_O25_FL0p001,30.90851402282715,standalone,log,4,8,25,1,0.001,1,1
mband_log_N4_F8_O25_FL0p02,24.89143657684326,standalone,log,4,8,25,1,0.02,1,1
mband_log_N4_F8_O25_FL0p2,32.36700248718262,standalone,log,4,8,25,1,0.2,1,1
mband_log_N4_F8_O25_FL0p001,26.105224132537842,standalone,log,4,8,25,3,0.001,1,1
mband_log_N4_F8_O25_FL0p02,29.116163969039917,standalone,log,4,8,25,3,0.02,1,1
mband_log_N4_F8_O25_FL0p2,26.97528314590454,standalone,log,4,8,25,3,0.2,1,1
mband_log_N4_F8_O50_FL0p001,34.86753010749817,standalone,log,4,8,50,1,0.001,1,1
mband_log_N4_F8_O50_FL0p02,33.962656021118164,standalone,log,4,8,50,1,0.02,1,1
mband_log_N4_F8_O50_FL0p2,32.418318033218384,standalone,log,4,8,50,1,0.2,1,1
mband_log_N4_F8_O50_FL0p001,35.43489336967468,standalone,log,4,8,50,3,0.001,1,1
mband_log_N4_F8_O50_FL0p02,30.02922010421753,standalone,log,4,8,50,3,0.02,1,1
mband_log_N4_F8_O50_FL0p2,36.13856363296509,standalone,log,4,8,50,3,0.2,1,1
mband_log_N4_F8_O75_FL0p001,50.03213858604431,standalone,log,4,8,75,1,0.001,1,1
mband_log_N4_F8_O75_FL0p02,46.27230906486511,standalone,log,4,8,75,1,0.02,1,1
mband_log_N4_F8_O75_FL0p2,52.85717821121216,standalone,log,4,8,75,1,0.2,1,1
mband_log_N4_F8_O75_FL0p001,45.33474326133728,standalone,log,4,8,75,3,0.001,1,1
mband_log_N4_F8_O75_FL0p02,52.249528884887695,standalone,log,4,8,75,3,0.02,1,1
mband_log_N4_F8_O75_FL0p2,46.499916076660156,standalone,log,4,8,75,3,0.2,1,1
mband_log_N4_F20_O25_FL0p001,26.710155248641968,standalone,log,4,20,25,1,0.001,1,1
mband_log_N4_F20_O25_FL0p02,22.960936307907104,standalone,log,4,20,25,1,0.02,1,1
mband_log_N4_F20_O25_FL0p2,20.368022680282593,standalone,log,4,20,25,1,0.2,1,1
mband_log_N4_F20_O25_FL0p001,25.409498929977417,standalone,log,4,20,25,3,0.001,1,1
mband_log_N4_F20_O25_FL0p02,19.55115532875061,standalone,log,4,20,25,3,0.02,1,1
mband_log_N4_F20_O25_FL0p2,23.779523849487305,standalone,log,4,20,25,3,0.2,1,1
mband_log_N4_F20_O50_FL0p001,23.816722869873047,standalone,log,4,20,50,1,0.001,1,1
mband_log_N4_F20_O50_FL0p02,27.412516117095947,standalone,log,4,20,50,1,0.02,1,1
mband_log_N4_F20_O50_FL0p2,22.28032159805298,standalone,log,4,20,50,1,0.2,1,1
mband_log_N4_F20_O50_FL0p001,26.71482491493225,standalone,log,4,20,50,3,0.001,1,1
mband_log_N4_F20_O50_FL0p02,23.673532962799072,standalone,log,4,20,50,3,0.02,1,1
mband_log_N4_F20_O50_FL0p2,25.18008518218994,standalone,log,4,20,50,3,0.2,1,1
mband_log_N4_F20_O75_FL0p001,31.71966576576233,standalone,log,4,20,75,1,0.001,1,1
mband_log_N4_F20_O75_FL0p02,34.58722901344299,standalone,log,4,20,75,1,0.02,1,1
mband_log_N4_F20_O75_FL0p2,32.34312677383423,standalone,log,4,20,75,1,0.2,1,1
mband_log_N4_F20_O75_FL0p001,31.25798726081848,standalone,log,4,20,75,3,0.001,1,1
mband_log_N4_F20_O75_FL0p02,31.455559730529785,standalone,log,4,20,75,3,0.02,1,1
mband_log_N4_F20_O75_FL0p2,31.04342222213745,standalone,log,4,20,75,3,0.2,1,1
mband_log_N4_F25_O25_FL0p001,22.78818655014038,standalone,log,4,25,25,1,0.001,1,1
mband_log_N4_F25_O25_FL0p02,20.03964614868164,standalone,log,4,25,25,1,0.02,1,1
mband_log_N4_F25_O25_FL0p2,23.293476343154907,standalone,log,4,25,25,1,0.2,1,1
mband_log_N4_F25_O25_FL0p001,21.11215376853943,standalone,log,4,25,25,3,0.001,1,1
mband_log_N4_F25_O25_FL0p02,20.711578607559204,standalone,log,4,25,25,3,0.02,1,1
mband_log_N4_F25_O25_FL0p2,23.58077883720398,standalone,log,4,25,25,3,0.2,1,1
mband_log_N4_F25_O50_FL0p001,24.098952293395996,standalone,log,4,25,50,1,0.001,1,1
mband_log_N4_F25_O50_FL0p02,22.628402709960938,standalone,log,4,25,50,1,0.02,1,1
mband_log_N4_F25_O50_FL0p2,27.577157020568848,standalone,log,4,25,50,1,0.2,1,1
mband_log_N4_F25_O50_FL0p001,18.435839653015137,standalone,log,4,25,50,3,0.001,1,1
mband_log_N4_F25_O50_FL0p02,26.30229139328003,standalone,log,4,25,50,3,0.02,1,1
mband_log_N4_F25_O50_FL0p2,18.881134033203125,standalone,log,4,25,50,3,0.2,1,1
mband_log_N4_F25_O75_FL0p001,33.548624753952026,standalone,log,4,25,75,1,0.001,1,1
mband_log_N4_F25_O75_FL0p02,26.42573833465576,standalone,log,4,25,75,1,0.02,1,1
mband_log_N4_F25_O75_FL0p2,33.50305104255676,standalone,log,4,25,75,1,0.2,1,1
mband_log_N4_F25_O75_FL0p001,24.482738494873047,standalone,log,4,25,75,3,0.001,1,1
mband_log_N4_F25_O75_FL0p02,32.03732442855835,standalone,log,4,25,75,3,0.02,1,1
mband_log_N4_F25_O75_FL0p2,25.684682846069336,standalone,log,4,25,75,3,0.2,1,1
mband_log_N8_F8_O25_FL0p001,33.030802965164185,standalone,log,8,8,25,1,0.001,1,1
mband_log_N8_F8_O25_FL0p02,35.48832583427429,standalone,log,8,8,25,1,0.02,1,1
mband_log_N8_F8_O25_FL0p2,27.60098695755005,standalone,log,8,8,25,1,0.2,1,1
mband_log_N8_F8_O25_FL0p001,35.37722682952881,standalone,log,8,8,25,3,0.001,1,1
mband_log_N8_F8_O25_FL0p02,27.47989058494568,standalone,log,8,8,25,3,0.02,1,1
mband_log_N8_F8_O25_FL0p2,34.246819496154785,standalone,log,8,8,25,3,0.2,1,1
mband_log_N8_F8_O50_FL0p001,36.41385579109192,standalone,log,8,8,50,1,0.001,1,1
mband_log_N8_F8_O50_FL0p02,41.59094548225403,standalone,log,8,8,50,1,0.02,1,1
mband_log_N8_F8_O50_FL0p2,36.23066973686218,standalone,log,8,8,50,1,0.2,1,1
mband_log_N8_F8_O50_FL0p001,38.35264611244202,standalone,log,8,8,50,3,0.001,1,1
mband_log_N8_F8_O50_FL0p02,39.34421992301941,standalone,log,8,8,50,3,0.02,1,1
mband_log_N8_F8_O50_FL0p2,38.2115421295166,standalone,log,8,8,50,3,0.2,1,1
mband_log_N8_F8_O75_FL0p001,61.4840726852417,standalone,log,8,8,75,1,0.001,1,1
mband_log_N8_F8_O75_FL0p02,58.7553231716156,standalone,log,8,8,75,1,0.02,1,1
mband_log_N8_F8_O75_FL0p2,63.91020750999451,standalone,log,8,8,75,1,0.2,1,1
mband_log_N8_F8_O75_FL0p001,59.60254955291748,standalone,log,8,8,75,3,0.001,1,1
mband_log_N8_F8_O75_FL0p02,56.74344038963318,standalone,log,8,8,75,3,0.02,1,1
mband_log_N8_F8_O75_FL0p2,62.83703684806824,standalone,log,8,8,75,3,0.2,1,1
mband_log_N8_F20_O25_FL0p001,19.77549171447754,standalone,log,8,20,25,1,0.001,1,1
mband_log_N8_F20_O25_FL0p02,27.777317762374878,standalone,log,8,20,25,1,0.02,1,1
mband_log_N8_F20_O25_FL0p2,20.790165185928345,standalone,log,8,20,25,1,0.2,1,1
mband_log_N8_F20_O25_FL0p001,27.04088830947876,standalone,log,8,20,25,3,0.001,1,1
mband_log_N8_F20_O25_FL0p02,19.440603733062744,standalone,log,8,20,25,3,0.02,1,1
mband_log_N8_F20_O25_FL0p2,26.492677211761475,standalone,log,8,20,25,3,0.2,1,1
mband_log_N8_F20_O50_FL0p001,28.352247953414917,standalone,log,8,20,50,1,0.001,1,1
mband_log_N8_F20_O50_FL0p02,23.94528865814209,standalone,log,8,20,50,1,0.02,1,1
mband_log_N8_F20_O50_FL0p2,30.26267147064209,standalone,log,8,20,50,1,0.2,1,1
mband_log_N8_F20_O50_FL0p001,23.39788055419922,standalone,log,8,20,50,3,0.001,1,1
mband_log_N8_F20_O50_FL0p02,29.272882223129272,standalone,log,8,20,50,3,0.02,1,1
mband_log_N8_F20_O50_FL0p2,24.61053705215454,standalone,log,8,20,50,3,0.2,1,1
mband_log_N8_F20_O75_FL0p001,39.1351375579834,standalone,log,8,20,75,1,0.001,1,1
mband_log_N8_F20_O75_FL0p02,34.62547779083252,standalone,log,8,20,75,1,0.02,1,1
mband_log_N8_F20_O75_FL0p2,40.46084237098694,standalone,log,8,20,75,1,0.2,1,1
mband_log_N8_F20_O75_FL0p001,35.57945156097412,standalone,log,8,20,75,3,0.001,1,1
mband_log_N8_F20_O75_FL0p02,32.541465044021606,standalone,log,8,20,75,3,0.02,1,1
mband_log_N8_F20_O75_FL0p2,39.38157868385315,standalone,log,8,20,75,3,0.2,1,1
mband_log_N8_F25_O25_FL0p001,19.631136655807495,standalone,log,8,25,25,1,0.001,1,1
mband_log_N8_F25_O25_FL0p02,26.620063066482544,standalone,log,8,25,25,1,0.02,1,1
mband_log_N8_F25_O25_FL0p2,20.031253814697266,standalone,log,8,25,25,1,0.2,1,1
mband_log_N8_F25_O25_FL0p001,25.231242895126343,standalone,log,8,25,25,3,0.001,1,1
mband_log_N8_F25_O25_FL0p02,19.12137722969055,standalone,log,8,25,25,3,0.02,1,1
mband_log_N8_F25_O25_FL0p2,24.25352454185486,standalone,log,8,25,25,3,0.2,1,1
mband_log_N8_F25_O50_FL0p001,23.140668153762817,standalone,log,8,25,50,1,0.001,1,1
mband_log_N8_F25_O50_FL0p02,26.976797103881836,standalone,log,8,25,50,1,0.02,1,1
mband_log_N8_F25_O50_FL0p2,24.629855394363403,standalone,log,8,25,50,1,0.2,1,1
mband_log_N8_F25_O50_FL0p001,27.685581922531128,standalone,log,8,25,50,3,0.001,1,1
mband_log_N8_F25_O50_FL0p02,21.908930778503418,standalone,log,8,25,50,3,0.02,1,1
mband_log_N8_F25_O50_FL0p2,28.08509397506714,standalone,log,8,25,50,3,0.2,1,1
mband_log_N8_F25_O75_FL0p001,29.522109270095825,standalone,log,8,25,75,1,0.001,1,1
mband_log_N8_F25_O75_FL0p02,35.99535393714905,standalone,log,8,25,75,1,0.02,1,1
mband_log_N8_F25_O75_FL0p2,30.2701153755188,standalone,log,8,25,75,1,0.2,1,1
mband_log_N8_F25_O75_FL0p001,34.798009157180786,standalone,log,8,25,75,3,0.001,1,1
mband_log_N8_F25_O75_FL0p02,31.282577514648438,standalone,log,8,25,75,3,0.02,1,1
mband_log_N8_F25_O75_FL0p2,33.96321439743042,standalone,log,8,25,75,3,0.2,1,1
mband_log_N16_F8_O25_FL0p001,39.523398637771606,standalone,log,16,8,25,1,0.001,1,1
