Config_ID,Freq_spacing,Nband,FRMSZ_ms,OVLP,Floor,Noisefr,Objective_Score,Subjective_Score,Balanced_Score,PESQ,STOI,SI_SDR,DNSMOS_mos_ovr
mband_linear_N16_F25_O75_FL0p02,linear,16,25,75,0.02,1,0.5979,0.5401,0.569,1.6759,0.7277,8.9247,2.7003
mband_linear_N16_F25_O75_FL0p2,linear,16,25,75,0.2,1,0.5731,0.56,0.5665,1.5079,0.7265,7.736,2.7998
mband_linear_N16_F8_O25_FL0p001,linear,16,8,25,0.001,1,0.5638,0.5085,0.5361,1.5165,0.7079,7.4043,2.5425
mband_linear_N16_F8_O25_FL0p02,linear,16,8,25,0.02,1,0.5641,0.502,0.5331,1.4908,0.7105,7.5107,2.5102
mband_linear_N16_F8_O25_FL0p2,linear,16,8,25,0.2,1,0.5555,0.5557,0.5556,1.4252,0.7236,6.7372,2.7783
mband_linear_N16_F8_O50_FL0p001,linear,16,8,50,0.001,1,0.5736,0.4896,0.5316,1.5657,0.7119,7.869,2.4478
mband_linear_N16_F8_O50_FL0p02,linear,16,8,50,0.02,1,0.5773,0.5085,0.5429,1.5709,0.7165,8.0336,2.5426
mband_linear_N16_F8_O50_FL0p2,linear,16,8,50,0.2,1,0.5646,0.5328,0.5487,1.4747,0.724,7.243,2.6639
mband_linear_N16_F8_O75_FL0p001,linear,16,8,75,0.001,1,0.5724,0.4853,0.5289,1.5607,0.7145,7.7211,2.4265
mband_linear_N16_F8_O75_FL0p02,linear,16,8,75,0.02,1,0.5712,0.4987,0.5349,1.5522,0.7122,7.7239,2.4934
mband_linear_N16_F8_O75_FL0p2,linear,16,8,75,0.2,1,0.5664,0.5438,0.5551,1.4651,0.7269,7.378,2.7189
mband_linear_N4_F20_O25_FL0p001,linear,4,20,25,0.001,1,0.5646,0.5699,0.5672,1.5469,0.7197,6.9359,2.8493
mband_linear_N4_F20_O25_FL0p02,linear,4,20,25,0.02,1,0.5617,0.5753,0.5685,1.5228,0.7208,6.7925,2.8766
mband_linear_N4_F20_O25_FL0p2,linear,4,20,25,0.2,1,0.5495,0.5936,0.5715,1.4271,0.7278,6.0554,2.9679
mband_linear_N4_F20_O50_FL0p001,linear,4,20,50,0.001,1,0.5882,0.548,0.5681,1.643,0.7266,8.2872,2.7402
mband_linear_N4_F20_O50_FL0p02,linear,4,20,50,0.02,1,0.5846,0.5587,0.5716,1.652,0.7237,7.9879,2.7934
mband_linear_N4_F20_O50_FL0p2,linear,4,20,50,0.2,1,0.5672,0.5778,0.5725,1.4934,0.7301,7.1858,2.8889
mband_linear_N4_F20_O75_FL0p001,linear,4,20,75,0.001,1,0.5937,0.512,0.5528,1.6601,0.7253,8.7122,2.5601
mband_linear_N4_F20_O75_FL0p02,linear,4,20,75,0.02,1,0.5856,0.5153,0.5504,1.6267,0.7198,8.3469,2.5766
mband_linear_N4_F20_O75_FL0p2,linear,4,20,75,0.2,1,0.5736,0.5589,0.5662,1.494,0.7313,7.7183,2.7947
mband_linear_N4_F25_O25_FL0p001,linear,4,25,25,0.001,1,0.5553,0.5749,0.5651,1.4966,0.7179,6.4575,2.8747
mband_linear_N4_F25_O25_FL0p02,linear,4,25,25,0.02,1,0.5509,0.5739,0.5624,1.4739,0.7175,6.2145,2.8697
mband_linear_N4_F25_O25_FL0p2,linear,4,25,25,0.2,1,0.5389,0.5779,0.5584,1.3776,0.7227,5.5515,2.8896
mband_linear_N4_F25_O50_FL0p001,linear,4,25,50,0.001,1,0.586,0.5731,0.5795,1.6582,0.7248,8.0459,2.8653
mband_linear_N4_F25_O50_FL0p02,linear,4,25,50,0.02,1,0.5802,0.5798,0.58,1.6341,0.7241,7.6921,2.8989
mband_linear_N4_F25_O50_FL0p2,linear,4,25,50,0.2,1,0.5626,0.5928,0.5777,1.4796,0.7288,6.8923,2.9639
mband_linear_N4_F25_O75_FL0p001,linear,4,25,75,0.001,1,0.5891,0.5203,0.5547,1.64,0.7254,8.4168,2.6016
mband_linear_N4_F25_O75_FL0p02,linear,4,25,75,0.02,1,0.5893,0.5456,0.5674,1.6374,0.7239,8.4966,2.7278
mband_linear_N4_F25_O75_FL0p2,linear,4,25,75,0.2,1,0.5707,0.5572,0.5639,1.4917,0.728,7.5696,2.786
mband_linear_N4_F8_O25_FL0p001,linear,4,8,25,0.001,1,0.565,0.5092,0.5371,1.4882,0.7158,7.4505,2.5462
mband_linear_N4_F8_O25_FL0p02,linear,4,8,25,0.02,1,0.5642,0.5144,0.5393,1.494,0.7139,7.3973,2.5718
mband_linear_N4_F8_O25_FL0p2,linear,4,8,25,0.2,1,0.5575,0.553,0.5552,1.4278,0.7235,6.9008,2.7651
mband_linear_N4_F8_O50_FL0p001,linear,4,8,50,0.001,1,0.5746,0.5049,0.5398,1.5648,0.7131,7.9344,2.5244
mband_linear_N4_F8_O50_FL0p02,linear,4,8,50,0.02,1,0.5772,0.4881,0.5326,1.5697,0.719,7.9566,2.4403
mband_linear_N4_F8_O50_FL0p2,linear,4,8,50,0.2,1,0.5637,0.5291,0.5464,1.4657,0.7228,7.2557,2.6457
mband_linear_N4_F8_O75_FL0p001,linear,4,8,75,0.001,1,0.5695,0.4791,0.5243,1.5325,0.7147,7.619,2.3953
mband_linear_N4_F8_O75_FL0p02,linear,4,8,75,0.02,1,0.5713,0.4804,0.5259,1.511,0.7125,7.9789,2.4019
mband_linear_N4_F8_O75_FL0p2,linear,4,8,75,0.2,1,0.5659,0.5308,0.5483,1.4778,0.7261,7.2778,2.6539
mband_linear_N8_F20_O25_FL0p001,linear,8,20,25,0.001,1,0.5665,0.576,0.5712,1.555,0.7229,6.9641,2.8802
mband_linear_N8_F20_O25_FL0p02,linear,8,20,25,0.02,1,0.5618,0.5806,0.5712,1.5298,0.7198,6.7876,2.9032
mband_linear_N8_F20_O25_FL0p2,linear,8,20,25,0.2,1,0.5487,0.5923,0.5705,1.4343,0.7256,6.0073,2.9613
mband_linear_N8_F20_O50_FL0p001,linear,8,20,50,0.001,1,0.59,0.5626,0.5763,1.6541,0.723,8.4818,2.8128
mband_linear_N8_F20_O50_FL0p02,linear,8,20,50,0.02,1,0.5841,0.5549,0.5695,1.6268,0.7224,8.1394,2.7747
mband_linear_N8_F20_O50_FL0p2,linear,8,20,50,0.2,1,0.5681,0.5826,0.5753,1.5088,0.7274,7.2502,2.913
mband_linear_N8_F20_O75_FL0p001,linear,8,20,75,0.001,1,0.5936,0.5291,0.5614,1.6542,0.7263,8.7086,2.6455
mband_linear_N8_F20_O75_FL0p02,linear,8,20,75,0.02,1,0.591,0.5195,0.5552,1.6438,0.7242,8.5963,2.5975
mband_linear_N8_F20_O75_FL0p2,linear,8,20,75,0.2,1,0.5744,0.5513,0.5629,1.4986,0.7295,7.818,2.7566
mband_linear_N8_F25_O25_FL0p001,linear,8,25,25,0.001,1,0.5578,0.5898,0.5738,1.5028,0.7168,6.6782,2.9491
mband_linear_N8_F25_O25_FL0p02,linear,8,25,25,0.02,1,0.5557,0.5822,0.5689,1.4938,0.7182,6.5034,2.9108
mband_linear_N8_F25_O25_FL0p2,linear,8,25,25,0.2,1,0.5398,0.595,0.5674,1.3955,0.7216,5.5558,2.9748
mband_linear_N8_F25_O50_FL0p001,linear,8,25,50,0.001,1,0.5864,0.5938,0.5901,1.6659,0.7234,8.0747,2.9689
mband_linear_N8_F25_O50_FL0p02,linear,8,25,50,0.02,1,0.5845,0.5828,0.5836,1.6372,0.7292,7.907,2.9139
mband_linear_N8_F25_O50_FL0p2,linear,8,25,50,0.2,1,0.5614,0.5815,0.5715,1.4789,0.725,6.9043,2.9076
mband_linear_N8_F25_O75_FL0p001,linear,8,25,75,0.001,1,0.595,0.5277,0.5614,1.6723,0.7285,8.665,2.6383
mband_linear_N8_F25_O75_FL0p02,linear,8,25,75,0.02,1,0.5904,0.5218,0.5561,1.6558,0.7256,8.4353,2.6088
mband_linear_N8_F25_O75_FL0p2,linear,8,25,75,0.2,1,0.5755,0.5617,0.5686,1.5162,0.7299,7.8035,2.8083
mband_linear_N8_F8_O25_FL0p001,linear,8,8,25,0.001,1,0.5639,0.4904,0.5272,1.5051,0.7112,7.3835,2.4522
mband_linear_N8_F8_O25_FL0p02,linear,8,8,25,0.02,1,0.5663,0.5141,0.5402,1.4858,0.7179,7.5182,2.5707
mband_linear_N8_F8_O25_FL0p2,linear,8,8,25,0.2,1,0.556,0.5526,0.5543,1.4237,0.7224,6.8282,2.7629
mband_linear_N8_F8_O50_FL0p001,linear,8,8,50,0.001,1,0.576,0.4801,0.5281,1.5642,0.7152,8.0022,2.4003
mband_linear_N8_F8_O50_FL0p02,linear,8,8,50,0.02,1,0.5803,0.5086,0.5445,1.5554,0.7229,8.2077,2.5432
mband_linear_N8_F8_O50_FL0p2,linear,8,8,50,0.2,1,0.5661,0.5354,0.5508,1.4681,0.7237,7.4322,2.6769
mband_linear_N8_F8_O75_FL0p001,linear,8,8,75,0.001,1,0.5712,0.4812,0.5262,1.5567,0.7094,7.7863,2.4061
mband_linear_N8_F8_O75_FL0p02,linear,8,8,75,0.02,1,0.5737,0.4912,0.5325,1.5416,0.7183,7.8345,2.4561
mband_linear_N8_F8_O75_FL0p2,linear,8,8,75,0.2,1,0.566,0.5308,0.5484,1.4655,0.726,7.3658,2.6539
mband_log_N16_F20_O25_FL0p001,log,16,20,25,0.001,1,0.5614,0.5502,0.5558,1.5852,0.7111,6.6784,2.7508
mband_log_N16_F20_O25_FL0p02,log,16,20,25,0.02,1,0.56,0.5716,0.5658,1.5661,0.7124,6.6283,2.8582
mband_log_N16_F20_O25_FL0p2,log,16,20,25,0.2,1,0.5471,0.5979,0.5725,1.4472,0.7209,5.9325,2.9896
mband_log_N16_F20_O50_FL0p001,log,16,20,50,0.001,1,0.5863,0.552,0.5691,1.6903,0.7188,8.0604,2.7599
mband_log_N16_F20_O50_FL0p02,log,16,20,50,0.02,1,0.5853,0.5761,0.5807,1.6703,0.7232,7.9628,2.8805
mband_log_N16_F20_O50_FL0p2,log,16,20,50,0.2,1,0.5662,0.5807,0.5734,1.5,0.7253,7.1944,2.9036
mband_log_N16_F20_O75_FL0p001,log,16,20,75,0.001,1,0.5949,0.5161,0.5555,1.7113,0.7235,8.5718,2.5803
mband_log_N16_F20_O75_FL0p02,log,16,20,75,0.02,1,0.587,0.5142,0.5506,1.6792,0.7186,8.1936,2.5708
mband_log_N16_F20_O75_FL0p2,log,16,20,75,0.2,1,0.5748,0.5522,0.5635,1.5162,0.7289,7.7707,2.761
mband_log_N16_F25_O25_FL0p001,log,16,25,25,0.001,1,0.5531,0.5885,0.5708,1.512,0.7105,6.3937,2.9424
mband_log_N16_F25_O25_FL0p02,log,16,25,25,0.02,1,0.5544,0.5818,0.5681,1.5045,0.7149,6.4237,2.9092
mband_log_N16_F25_O25_FL0p2,log,16,25,25,0.2,1,0.5367,0.5872,0.5619,1.3896,0.7148,5.517,2.9361
mband_log_N16_F25_O50_FL0p001,log,16,25,50,0.001,1,0.5832,0.5848,0.584,1.6678,0.7218,7.8309,2.9241
mband_log_N16_F25_O50_FL0p02,log,16,25,50,0.02,1,0.5799,0.592,0.586,1.6416,0.7219,7.689,2.9601
mband_log_N16_F25_O50_FL0p2,log,16,25,50,0.2,1,0.561,0.578,0.5695,1.4888,0.7244,6.8272,2.8902
mband_log_N16_F25_O75_FL0p001,log,16,25,75,0.001,1,0.5989,0.5462,0.5725,1.7224,0.7247,8.824,2.7309
mband_log_N16_F25_O75_FL0p02,log,16,25,75,0.02,1,0.5922,0.5551,0.5737,1.6699,0.7254,8.5153,2.7757
mband_log_N16_F25_O75_FL0p2,log,16,25,75,0.2,1,0.5731,0.5664,0.5697,1.5144,0.7268,7.6837,2.8321
mband_log_N16_F8_O25_FL0p001,log,16,8,25,0.001,1,0.5577,0.5063,0.532,1.5101,0.7065,6.9358,2.5315
mband_log_N16_F8_O25_FL0p02,log,16,8,25,0.02,1,0.5611,0.4997,0.5304,1.4883,0.7155,7.1007,2.4983
mband_log_N16_F8_O25_FL0p2,log,16,8,25,0.2,1,0.5529,0.56,0.5564,1.4172,0.7211,6.6208,2.7999
mband_log_N16_F8_O50_FL0p001,log,16,8,50,0.001,1,0.5697,0.4892,0.5295,1.6003,0.7102,7.3688,2.4462
mband_log_N16_F8_O50_FL0p02,log,16,8,50,0.02,1,0.5737,0.5043,0.539,1.5838,0.7187,7.5702,2.5217
mband_log_N16_F8_O50_FL0p2,log,16,8,50,0.2,1,0.5658,0.5397,0.5528,1.4944,0.7269,7.1497,2.6987
mband_log_N16_F8_O75_FL0p001,log,16,8,75,0.001,1,0.5727,0.4606,0.5166,1.5987,0.7125,7.5752,2.3028
mband_log_N16_F8_O75_FL0p02,log,16,8,75,0.02,1,0.5737,0.507,0.5404,1.5863,0.7127,7.7383,2.5352
mband_log_N16_F8_O75_FL0p2,log,16,8,75,0.2,1,0.5631,0.5338,0.5484,1.4827,0.7224,7.1117,2.6689
mband_log_N4_F20_O25_FL0p001,log,4,20,25,0.001,1,0.5578,0.5603,0.559,1.5599,0.7063,6.6517,2.8013
mband_log_N4_F20_O25_FL0p02,log,4,20,25,0.02,1,0.5604,0.5821,0.5712,1.5563,0.7107,6.7721,2.9105
mband_log_N4_F20_O25_FL0p2,log,4,20,25,0.2,1,0.5456,0.5853,0.5655,1.4275,0.7213,5.901,2.9265
mband_log_N4_F20_O50_FL0p001,log,4,20,50,0.001,1,0.5831,0.5334,0.5582,1.6583,0.7154,8.0682,2.6668
mband_log_N4_F20_O50_FL0p02,log,4,20,50,0.02,1,0.5814,0.5443,0.5628,1.6437,0.7186,7.9037,2.7215
mband_log_N4_F20_O50_FL0p2,log,4,20,50,0.2,1,0.565,0.5829,0.5739,1.4935,0.7248,7.1468,2.9143
mband_log_N4_F20_O75_FL0p001,log,4,20,75,0.001,1,0.5923,0.5289,0.5606,1.703,0.7201,8.4907,2.6443
mband_log_N4_F20_O75_FL0p02,log,4,20,75,0.02,1,0.5882,0.5059,0.5471,1.667,0.7183,8.3852,2.5296
mband_log_N4_F20_O75_FL0p2,log,4,20,75,0.2,1,0.5735,0.5584,0.5659,1.5056,0.731,7.6464,2.7921
mband_log_N4_F25_O25_FL0p001,log,4,25,25,0.001,1,0.5507,0.5695,0.5601,1.5001,0.7072,6.3494,2.8474
mband_log_N4_F25_O25_FL0p02,log,4,25,25,0.02,1,0.5465,0.567,0.5567,1.4826,0.7071,6.0767,2.8348
mband_log_N4_F25_O25_FL0p2,log,4,25,25,0.2,1,0.5383,0.6009,0.5696,1.3919,0.719,5.5238,3.0046
mband_log_N4_F25_O50_FL0p001,log,4,25,50,0.001,1,0.5809,0.5706,0.5757,1.6686,0.7132,7.8689,2.8529
mband_log_N4_F25_O50_FL0p02,log,4,25,50,0.02,1,0.579,0.5734,0.5762,1.6362,0.7185,7.735,2.8669
mband_log_N4_F25_O50_FL0p2,log,4,25,50,0.2,1,0.561,0.5942,0.5776,1.4853,0.7265,6.7783,2.9711
mband_log_N4_F25_O75_FL0p001,log,4,25,75,0.001,1,0.5937,0.5524,0.573,1.7082,0.7179,8.6478,2.7618
mband_log_N4_F25_O75_FL0p02,log,4,25,75,0.02,1,0.5888,0.535,0.5619,1.6679,0.7186,8.428,2.6749
mband_log_N4_F25_O75_FL0p2,log,4,25,75,0.2,1,0.5728,0.5588,0.5658,1.5132,0.7275,7.6447,2.7942
mband_log_N4_F8_O25_FL0p001,log,4,8,25,0.001,1,0.5523,0.4757,0.514,1.5065,0.6992,6.6898,2.3784
mband_log_N4_F8_O25_FL0p02,log,4,8,25,0.02,1,0.5515,0.4913,0.5214,1.4874,0.7044,6.5758,2.4566
mband_log_N4_F8_O25_FL0p2,log,4,8,25,0.2,1,0.5531,0.556,0.5546,1.4314,0.7214,6.5521,2.7799
mband_log_N4_F8_O50_FL0p001,log,4,8,50,0.001,1,0.5695,0.4711,0.5203,1.597,0.708,7.4334,2.3556
mband_log_N4_F8_O50_FL0p02,log,4,8,50,0.02,1,0.5739,0.5106,0.5422,1.5929,0.7167,7.5922,2.5528
mband_log_N4_F8_O50_FL0p2,log,4,8,50,0.2,1,0.5632,0.5472,0.5552,1.4797,0.725,7.0582,2.7359
mband_log_N4_F8_O75_FL0p001,log,4,8,75,0.001,1,0.5664,0.4629,0.5146,1.5795,0.7052,7.3402,2.3145
mband_log_N4_F8_O75_FL0p02,log,4,8,75,0.02,1,0.5689,0.478,0.5234,1.5663,0.7106,7.4838,2.3899
mband_log_N4_F8_O75_FL0p2,log,4,8,75,0.2,1,0.5639,0.5167,0.5403,1.4643,0.7264,7.1727,2.5835
mband_log_N8_F20_O25_FL0p001,log,8,20,25,0.001,1,0.5604,0.5779,0.5692,1.559,0.7101,6.7766,2.8897
mband_log_N8_F20_O25_FL0p02,log,8,20,25,0.02,1,0.5618,0.5713,0.5665,1.5532,0.7162,6.7541,2.8565
mband_log_N8_F20_O25_FL0p2,log,8,20,25,0.2,1,0.5452,0.5811,0.5632,1.4284,0.7223,5.8326,2.9056
mband_log_N8_F20_O50_FL0p001,log,8,20,50,0.001,1,0.5852,0.5452,0.5652,1.6767,0.7192,8.032,2.7258
mband_log_N8_F20_O50_FL0p02,log,8,20,50,0.02,1,0.5828,0.5676,0.5752,1.6697,0.7204,7.8253,2.8378
mband_log_N8_F20_O50_FL0p2,log,8,20,50,0.2,1,0.5643,0.5805,0.5724,1.5008,0.7244,7.0515,2.9026
mband_log_N8_F20_O75_FL0p001,log,8,20,75,0.001,1,0.593,0.528,0.5605,1.6958,0.7221,8.5361,2.6398
mband_log_N8_F20_O75_FL0p02,log,8,20,75,0.02,1,0.5906,0.5349,0.5628,1.6717,0.7219,8.4639,2.6747
mband_log_N8_F20_O75_FL0p2,log,8,20,75,0.2,1,0.5754,0.5548,0.5651,1.5206,0.7314,7.7183,2.774
mband_log_N8_F25_O25_FL0p001,log,8,25,25,0.001,1,0.5532,0.5763,0.5647,1.5184,0.7094,6.3944,2.8815
mband_log_N8_F25_O25_FL0p02,log,8,25,25,0.02,1,0.5503,0.5805,0.5654,1.5003,0.7125,6.1495,2.9024
mband_log_N8_F25_O25_FL0p2,log,8,25,25,0.2,1,0.5375,0.6123,0.5749,1.3965,0.7171,5.484,3.0615
mband_log_N8_F25_O50_FL0p001,log,8,25,50,0.001,1,0.5829,0.5802,0.5815,1.6739,0.7208,7.799,2.9008
mband_log_N8_F25_O50_FL0p02,log,8,25,50,0.02,1,0.5824,0.5819,0.5822,1.6544,0.7211,7.8547,2.9097
mband_log_N8_F25_O50_FL0p2,log,8,25,50,0.2,1,0.5629,0.6079,0.5854,1.481,0.7272,6.962,3.0394
mband_log_N8_F25_O75_FL0p001,log,8,25,75,0.001,1,0.5917,0.5483,0.57,1.7119,0.7172,8.4648,2.7415
mband_log_N8_F25_O75_FL0p02,log,8,25,75,0.02,1,0.5925,0.5285,0.5605,1.6975,0.7234,8.4345,2.6426
mband_log_N8_F25_O75_FL0p2,log,8,25,75,0.2,1,0.5743,0.5631,0.5687,1.5092,0.7314,7.6864,2.8153
mband_log_N8_F8_O25_FL0p001,log,8,8,25,0.001,1,0.5614,0.4922,0.5268,1.4908,0.709,7.311,2.4612
mband_log_N8_F8_O25_FL0p02,log,8,8,25,0.02,1,0.5558,0.494,0.5249,1.4984,0.7085,6.7744,2.4698
mband_log_N8_F8_O25_FL0p2,log,8,8,25,0.2,1,0.5546,0.562,0.5583,1.4277,0.7245,6.6104,2.81
mband_log_N8_F8_O50_FL0p001,log,8,8,50,0.001,1,0.5715,0.4933,0.5324,1.5909,0.7115,7.545,2.4663
mband_log_N8_F8_O50_FL0p02,log,8,8,50,0.02,1,0.5708,0.5054,0.5381,1.587,0.7143,7.4216,2.5268
mband_log_N8_F8_O50_FL0p2,log,8,8,50,0.2,1,0.5631,0.5282,0.5457,1.4808,0.7244,7.0663,2.641
mband_log_N8_F8_O75_FL0p001,log,8,8,75,0.001,1,0.5722,0.4698,0.521,1.6045,0.7116,7.5202,2.3491
mband_log_N8_F8_O75_FL0p02,log,8,8,75,0.02,1,0.5711,0.4897,0.5304,1.5856,0.713,7.4901,2.4486
mband_log_N8_F8_O75_FL0p2,log,8,8,75,0.2,1,0.5659,0.5385,0.5522,1.49,0.7252,7.2331,2.6923
mband_mel_N16_F20_O25_FL0p001,mel,16,20,25,0.001,1,0.564,0.5474,0.5557,1.5627,0.7136,6.9754,2.7369
mband_mel_N16_F20_O25_FL0p02,mel,16,20,25,0.02,1,0.5663,0.5816,0.5739,1.5607,0.7192,7.0224,2.9081
mband_mel_N16_F20_O25_FL0p2,mel,16,20,25,0.2,1,0.5486,0.5766,0.5626,1.4353,0.724,6.0435,2.8832
mband_mel_N16_F20_O50_FL0p001,mel,16,20,50,0.001,1,0.5896,0.543,0.5663,1.6949,0.721,8.2654,2.7151
mband_mel_N16_F20_O50_FL0p02,mel,16,20,50,0.02,1,0.5878,0.581,0.5844,1.6532,0.7234,8.2814,2.9051
mband_mel_N16_F20_O50_FL0p2,mel,16,20,50,0.2,1,0.567,0.5767,0.5719,1.4984,0.7288,7.1797,2.8835
mband_mel_N16_F20_O75_FL0p001,mel,16,20,75,0.001,1,0.5948,0.5266,0.5607,1.6787,0.7211,8.8283,2.633
mband_mel_N16_F20_O75_FL0p02,mel,16,20,75,0.02,1,0.5875,0.5242,0.5559,1.6419,0.72,8.4213,2.6211
mband_mel_N16_F20_O75_FL0p2,mel,16,20,75,0.2,1,0.5731,0.5501,0.5616,1.5143,0.726,7.7126,2.7505
mband_mel_N16_F25_O25_FL0p001,mel,16,25,25,0.001,1,0.5535,0.5627,0.5581,1.5013,0.7115,6.4628,2.8134
mband_mel_N16_F25_O25_FL0p02,mel,16,25,25,0.02,1,0.5524,0.5868,0.5696,1.4963,0.714,6.3178,2.934
mband_mel_N16_F25_O25_FL0p2,mel,16,25,25,0.2,1,0.5389,0.5874,0.5632,1.4022,0.7191,5.5188,2.9369
mband_mel_N16_F25_O50_FL0p001,mel,16,25,50,0.001,1,0.5854,0.5653,0.5753,1.6928,0.7186,7.9678,2.8265
mband_mel_N16_F25_O50_FL0p02,mel,16,25,50,0.02,1,0.5831,0.5726,0.5778,1.6538,0.7229,7.8654,2.8631
mband_mel_N16_F25_O50_FL0p2,mel,16,25,50,0.2,1,0.5645,0.596,0.5802,1.4884,0.7282,7.0295,2.9798
mband_mel_N16_F25_O75_FL0p001,mel,16,25,75,0.001,1,0.5973,0.5119,0.5546,1.7078,0.7237,8.7959,2.5597
mband_mel_N16_F25_O75_FL0p02,mel,16,25,75,0.02,1,0.5912,0.5265,0.5589,1.674,0.7199,8.5641,2.6327
mband_mel_N16_F25_O75_FL0p2,mel,16,25,75,0.2,1,0.5732,0.5714,0.5723,1.5061,0.7303,7.6439,2.8571
mband_mel_N16_F8_O25_FL0p001,mel,16,8,25,0.001,1,0.5593,0.5082,0.5338,1.4926,0.709,7.1134,2.5409
mband_mel_N16_F8_O25_FL0p02,mel,16,8,25,0.02,1,0.5629,0.5012,0.5321,1.4943,0.717,7.1893,2.5058
mband_mel_N16_F8_O25_FL0p2,mel,16,8,25,0.2,1,0.5549,0.5663,0.5606,1.426,0.7235,6.6795,2.8315
mband_mel_N16_F8_O50_FL0p001,mel,16,8,50,0.001,1,0.5725,0.4671,0.5198,1.5834,0.7112,7.6898,2.3357
mband_mel_N16_F8_O50_FL0p02,mel,16,8,50,0.02,1,0.5739,0.5063,0.5401,1.5749,0.7165,7.7044,2.5315
mband_mel_N16_F8_O50_FL0p2,mel,16,8,50,0.2,1,0.5634,0.5547,0.559,1.4694,0.7236,7.1846,2.7733
mband_mel_N16_F8_O75_FL0p001,mel,16,8,75,0.001,1,0.5683,0.4879,0.5281,1.563,0.7075,7.5438,2.4397
mband_mel_N16_F8_O75_FL0p02,mel,16,8,75,0.02,1,0.5687,0.4715,0.5201,1.5551,0.7119,7.4997,2.3574
mband_mel_N16_F8_O75_FL0p2,mel,16,8,75,0.2,1,0.5625,0.5245,0.5435,1.465,0.7231,7.1452,2.6223
mband_mel_N4_F20_O25_FL0p001,mel,4,20,25,0.001,1,0.5626,0.5649,0.5638,1.5352,0.7151,6.9714,2.8244
mband_mel_N4_F20_O25_FL0p02,mel,4,20,25,0.02,1,0.5627,0.5809,0.5718,1.5421,0.7197,6.8011,2.9047
mband_mel_N4_F20_O25_FL0p2,mel,4,20,25,0.2,1,0.5471,0.5754,0.5613,1.4245,0.7224,6.019,2.8772
mband_mel_N4_F20_O50_FL0p001,mel,4,20,50,0.001,1,0.5864,0.5561,0.5712,1.6544,0.7248,8.1023,2.7804
mband_mel_N4_F20_O50_FL0p02,mel,4,20,50,0.02,1,0.5849,0.5538,0.5693,1.615,0.7294,8.07,2.769
mband_mel_N4_F20_O50_FL0p2,mel,4,20,50,0.2,1,0.5682,0.5768,0.5725,1.4993,0.7288,7.276,2.8839
mband_mel_N4_F20_O75_FL0p001,mel,4,20,75,0.001,1,0.5896,0.4962,0.5429,1.6344,0.7221,8.5988,2.481
mband_mel_N4_F20_O75_FL0p02,mel,4,20,75,0.02,1,0.589,0.5154,0.5522,1.6218,0.7246,8.5437,2.5768
mband_mel_N4_F20_O75_FL0p2,mel,4,20,75,0.2,1,0.5749,0.548,0.5615,1.5105,0.7306,7.7574,2.7402
